ymd	title1	title2	kiji1	kiji2	cls	kw
20190123	岐阜		蜂屋小に１０万円間宮さんが寄付	元PTA副会長	その他	
20190123	岐阜		美濃加茂北部バドミントン大会　シャトル追い、白熱	成績	行事	
20190123	岐阜		白木利子さんに感謝状　美濃加茂	人権擁護委員退任　後任は伊藤左千江さん	ひと	
20190123	岐阜		美濃加茂市で「あきんどマルシェ」	起業家が商品PR	ビジネス	
20190123	中日		東濃の魅力を全国に発信	東京海上と県２８日から東京でセミナー	その他	
20190123	中日		マシンローイング川辺で熱戦	高校男子加茂高・柘植充さんV	行事	
20190123	中日		自然農のもち米つき舌鼓	美濃加茂の田んぼで収穫祭	行事	
20190122	岐阜		美濃加茂の柔道場「修心塾道場」が鏡開き式		行事	
20190122	岐阜		東海高校選抜ソフトテニス	男子美濃加茂４位で全国切符	行事	
20190122	中日		日本将棋連盟中濃支部例会成績	A級３位：塚本隆雄さん（美濃加茂市）B級３位：萩原昌明さん（美濃加茂市）	行事	
20190122	中日		加茂農林高ベジコン３位	全国大会井戸さん、大坪さん、斎藤さん	教育	
20190122	中日		堂上蜂屋柿堀部士郎さん金賞	美濃加茂で品評会	ひと	
20190121	岐阜		いま　学校で　NIEアドバイザー通信　特別編	細江隆一美濃加茂西中教諭	ひと	
20190121	岐阜		都道府県対抗男子駅伝	岐阜、力走２６位	行事	
20190121	岐阜		全国高校柔道県予選	女子美濃加茂が初優勝	行事	
20190121	中日		県高校柔道新人大会	女子団体１位：美濃加茂	行事	
20190121	中日		県高校バスケットボール新人大会	成績	行事	
20190121	中日		全国男子駅伝県勢２６位	７区・浅岡選手が区間１２位の快走	行事	４区永谷連太郎（美濃加茂高）
20190120	岐阜		県高校新人バスケ	男女８強決定	行事	
20190120	岐阜		高校選抜剣道県予選	成績	行事	
20190120	岐阜		都道府県対抗男子駅伝きょう号砲	岐阜、１０位前後が目標	行事	
20190120	岐阜		育む命の大切さ知る　	美濃加茂西中生徒　保育園児と触れ合い	教育	
20190120	岐阜		カワイ亥（イ）わらアート	美濃加茂JAめぐみの古井支店でイベント	行事	
20190120	中日		美濃加茂・修心塾　鏡開きで精進誓う	道場生や柔道部員合同稽古に汗流す	行事	
20190120	中日		美濃加茂青年会議所１１人新体制でスタート	新年式典	行事	
20190119	岐阜		美濃加茂市の陶芸団体「すこやか陶芸サークル」　花器や湯飲み展示	ぬくもり焼き込む	行事	
20190119	岐阜		生き物の命、版画で表現	美濃加茂市　作家３人の企画展	行事	
20190119	岐阜		比の青年研修員が美濃加茂市訪問	市の地域振興策学ぶ	行政・政治	
20190119	中日		不正アクセス禁止法違反の疑い	各務原署	事件・事故	
20190119	中日		湯飲みや壁飾りなど陶芸サークル作品展	美濃加茂市東図書館	行事	すこやか陶芸サークル
20190119	中日		和牛甲子園飛騨高山高が連覇	加茂農林高も優良賞	教育	
20190118	岐阜		県高校サッカー新人大会中濃地区予選	３位：加茂	行事	
20190118	岐阜		高齢者虐待防止講演会	講師：岐阜大医学部看護学科教授石原多佳子さん	行事	
20190118	岐阜		JA全農岐阜「新米キャンペーン」	当選者１２０人決まる	ビジネス	
20190118	岐阜		食育コンテストで３位	加茂農林高生、園児と実践	教育	
20190118	岐阜		「堂上蜂屋柿」の品評会	堀部士郎さん（蜂屋町伊瀬）　知事賞	ひと	
20190118	岐阜		訪日客受け入れ、本腰	美濃加茂市、新年度から施策展開　予算計上	行政・政治	
20190118	中日		起業家応援フェア「あきんどマルシェ」	市生涯学習センター	ビジネス	
20190117	岐阜		あきんどマルシェ	市生涯学習センター	ビジネス	
20190117	岐阜		第４４回加茂地区ミックスダブルスバドミントン大会	成績	行事	
20190117	岐阜		堂上蜂屋柿味わい茶会	美濃加茂市　瑞林寺で４５０人堪能	行事	
20190117	岐阜		分かち合った二十歳の喜び　富加町成人式	美濃加茂在住の双葉中卒業生も一緒	行事	
20190117	中日		県高校サッカー新人大会中濃地区予選	成績	行事	
20190117	中日		未来はぐくむ	山之上小PTA	教育	
20190117	中日		左義長で無病息災願う	蜂屋小学校、八百津錦津小学校	行事	
20190117	中日		出初め式表彰	美濃加茂市	行政・政治	
20190117	中日		商議所の会頭が記者会見で決意	美濃加茂	ビジネス	
20190116	岐阜		料理家minokamoの毎日ごはん	香ばしく漂う福豆の恵み	ひと	
20190116	岐阜		中濃各市で成人式	美濃加茂市　迫力の太鼓、高鳴る鼓動	行事	
20190116	岐阜		美濃加茂JCが新年式典	「より良い地域」へ決意	行事	
20190116	中日		美濃加茂の男女ミニバスケ準V	優秀選手賞の皆さん	行事	
20190116	中日		昭和村マラソン	市民１０００人がおもてなし	行事	
20190116	中日		可茂各地で式典　新成人　未来へ羽ばたけ	勇壮な太鼓で祝福　美濃加茂市	行事	
20190115	岐阜		美濃加茂のぎふ清流里山公園	入園者６０万人を達成	行政・政治	
20190115	中日		県小学生卓球選手権大会	成績	行事	
20190115	中日		可茂地区ミックスダブルスバドミントンオープン大会	成績	行事	
20190115	中日		「ぽかぽか」初泳ぎ	温水プールで美濃加茂の園児	教育	山手幼稚園
20190115	中日		第１３回みのかも日本昭和村ハーフマラソン大会	成績	行事	
20190114	岐阜		いま　学校で　NIEアドバイザー通信　特別編	細江隆一・美濃加茂西中教諭	ひと	
20190114	岐阜		都道府県対抗女子駅伝	岐阜、不完全燃焼３８位	行事	
20190114	中日		昭和村ハーフマラソン	健脚競う	行事	
20190114	中日		都道府県対抗女子駅伝	県選抜　粘りの走り　３８位	行事	
20190113	岐阜		美濃加茂市の園児が初泳ぎ	寒さに負けずス～イスイ	教育	山手幼稚園
20190113	岐阜		登記所地図作成市民講座で解説	県土地家屋調査士会	行政・政治	
20190113	岐阜		キラリ中濃応援歌　リバーポートパーク美濃加茂が冬季営業	冬もこたつでキャンプ愛	その他	
20190113	岐阜		美濃加茂商議所が年頭会見	地域活性化「先頭で行動」	ビジネス	
20190113	中日		ぬくもり感じる花器や食器展示	下米田町で陶芸サークルを開いている渡辺利吉さん	ひと	
20190112	岐阜		「１１０番通報正しく」	「らぴぃ」と啓発　加茂署	行政・政治	
20190112	岐阜		渡辺利吉（美濃加茂市）陶展		ひと	
20190112	岐阜		加茂署員が交通安全標語	警察と分かる運転他の模範	行政・政治	
20190112	中日		航空祭を写す会各務原で入賞展	中日写協賞：佐合富春さん（美濃加茂市）	ひと	
20190112	中日		挑戦、柔軟な発想　世界目指せ	美濃加茂で中高生向け講座	教育	
20190112	中日		昭和村ハーフマラソン	あす号砲　４３８４人エントリー	行事	
20190111	岐阜		第44回民踊まつり　新春に舞う	加茂野民踊会、伊深民踊会・ラインさつき会、古井ちとせ会（美濃加茂市）	行事	
20190111	岐阜		美濃加茂市の成人式実行委、太鼓稽古	新成人ドンドン上達	行事	
20190111	岐阜		加茂署　市長ら前に新年初点検	服装や装備品、びしっと	行政・政治	
20190111	中日		お茶の間ゼミナール「絵本はずーっとずーっとパートナー」	講師：フリーアナウンサー浅井彰子さん	行事	太田宿中山道会館
20190111	中日		市民講座「現代社会が抱える問題と登記所地図」	市生涯学習センター	行事	
20190111	中日		美濃加茂、本番控え最終練習	晴れ着姿で和太鼓を披露	行事	
20190111	中日		１１０番正しく利用して　加茂署が呼び掛け	JR美濃太田駅前	行政・政治	
20190111	中日		交通死亡事故抑止功労１２地区を表彰	表彰：加茂地区交通安全協会（鈴木登会長）	行政・政治	
20190110	岐阜		第44回民踊まつり　新春に舞う	可児民踊会・古井のぎく会（可児市・美濃加茂市）	行事	
20190110	岐阜		消防団表彰	表彰された皆さん（美濃加茂市）	行政・政治	
20190110	岐阜		美濃加茂市で子どもら楽しむ	こまや羽根つき、正月気分	行事	太田宿中山道会館
20190110	中日		県高校室内ソフトテニス競技	男子団体２位：美濃加茂	行事	
20190110	中日		未来はぐくむ	蜂屋小PTA	教育	
20190110	中日		練習の成果披露	美濃加茂市西中学校の合唱祭	教育	
20190109	岐阜		横領の疑いで男逮捕	加茂署	事件・事故	
20190109	中日		備え付け洗濯機を横領した疑い	加茂署	事件・事故	
20190109	中日		美濃加茂市ふるさと納税返礼品	みまもりサービス追加	行政・政治	
20190108	岐阜		地域防火、士気高く　３市で消防出初め式	美濃加茂市　防災ヘリと放水共演	行事	
20190108	岐阜		県内商議所会頭年頭所感	人材確保を最優先に　美濃加茂商議所鈴木登会頭	ビジネス	
20190108	中日		可茂地区各地で消防出初め式	美濃加茂　まとい振りを披露　放水で士気高める	行事	
20190106	岐阜		可茂公設地方卸売市場　初市、威勢いい掛け声	旬の果物や野菜、競り落とし	行事	
20190106	中日		可茂公設卸売市場で初市	競り掛け声威勢良く	行事	
20190106	中日		都道府県対抗駅伝　県選手団の激励会	誇り持ち　たすきつなぐ	行事	
20190106	中日		北川悦吏子さん（美濃加茂市出身）ら３人県芸術文化顕彰	県、３月に表彰式	ひと	
20190105	岐阜		病害虫リスク取り除く	美濃加茂市　耕作放棄地で除草	行政・政治	
20190105	中日		元気に新年走り初め　関・県百年公園でさわやかに汗	上位入賞の皆さん	行事	
20190105	中日		仕事始め首長ら訓示	皆さんの知恵を　美濃加茂市	行政・政治	
20190101	中日		国お墨付き地域ブランド　GIマークで売り出し中	おいしい誇りいただきます　堂上蜂屋柿	その他	
